,provinsi,daerah,jenis,tahun,peng,Cluster
2349,NUSA TENGGARA BARAT,PERDESAANPERKOTAAN,MAKANAN,2020,574202.0,Cluster 5
2350,NUSA TENGGARA BARAT,PERDESAANPERKOTAAN,MAKANAN,2021,637897.0,Cluster 5
2351,NUSA TENGGARA BARAT,PERDESAANPERKOTAAN,MAKANAN,2022,666966.0,Cluster 5
2352,NUSA TENGGARA BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2011,195940.0,Cluster 6
2353,NUSA TENGGARA BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2012,234901.0,Cluster 6
2354,NUSA TENGGARA BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2013,231092.0,Cluster 6
2355,NUSA TENGGARA BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2014,269134.0,Cluster 6
2356,NUSA TENGGARA BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2015,313465.0,Cluster 6
2357,NUSA TENGGARA BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2016,350529.0,Cluster 6
2358,NUSA TENGGARA BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2017,363435.0,Cluster 6
2359,NUSA TENGGARA BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2018,393107.0,Cluster 6
2360,NUSA TENGGARA BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2019,489587.0,Cluster 6
2361,NUSA TENGGARA BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2020,515561.0,Cluster 6
2362,NUSA TENGGARA BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2021,559650.0,Cluster 6
2363,NUSA TENGGARA BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2022,493696.0,Cluster 6
2376,NUSA TENGGARA TIMUR,PERDESAAN,MAKANAN,2007,112287.0,Cluster 1
2377,NUSA TENGGARA TIMUR,PERDESAAN,MAKANAN,2008,127838.0,Cluster 1
2378,NUSA TENGGARA TIMUR,PERDESAAN,MAKANAN,2009,145969.0,Cluster 1
2379,NUSA TENGGARA TIMUR,PERDESAAN,MAKANAN,2010,179358.0,Cluster 1
2380,NUSA TENGGARA TIMUR,PERDESAAN,MAKANAN,2011,200774.0,Cluster 1
2381,NUSA TENGGARA TIMUR,PERDESAAN,MAKANAN,2012,205925.0,Cluster 1
2382,NUSA TENGGARA TIMUR,PERDESAAN,MAKANAN,2013,209111.0,Cluster 1
2383,NUSA TENGGARA TIMUR,PERDESAAN,MAKANAN,2014,239875.0,Cluster 1
2384,NUSA TENGGARA TIMUR,PERDESAAN,MAKANAN,2015,272347.0,Cluster 1
2385,NUSA TENGGARA TIMUR,PERDESAAN,MAKANAN,2016,283013.0,Cluster 1
2386,NUSA TENGGARA TIMUR,PERDESAAN,MAKANAN,2017,366408.0,Cluster 1
2387,NUSA TENGGARA TIMUR,PERDESAAN,MAKANAN,2018,361460.0,Cluster 1
2388,NUSA TENGGARA TIMUR,PERDESAAN,MAKANAN,2019,395098.0,Cluster 1
2389,NUSA TENGGARA TIMUR,PERDESAAN,MAKANAN,2020,401712.0,Cluster 1
2390,NUSA TENGGARA TIMUR,PERDESAAN,MAKANAN,2021,424725.0,Cluster 1
2391,NUSA TENGGARA TIMUR,PERDESAAN,MAKANAN,2022,446350.0,Cluster 1
2392,NUSA TENGGARA TIMUR,PERDESAAN,NONMAKANAN,2007,59216.0,Cluster 2
2393,NUSA TENGGARA TIMUR,PERDESAAN,NONMAKANAN,2008,67937.0,Cluster 2
2394,NUSA TENGGARA TIMUR,PERDESAAN,NONMAKANAN,2009,87210.0,Cluster 2
2395,NUSA TENGGARA TIMUR,PERDESAAN,NONMAKANAN,2010,106006.0,Cluster 2
2396,NUSA TENGGARA TIMUR,PERDESAAN,NONMAKANAN,2011,116755.0,Cluster 2
2397,NUSA TENGGARA TIMUR,PERDESAAN,NONMAKANAN,2012,119946.0,Cluster 2
2398,NUSA TENGGARA TIMUR,PERDESAAN,NONMAKANAN,2013,134408.0,Cluster 2
2399,NUSA TENGGARA TIMUR,PERDESAAN,NONMAKANAN,2014,155532.0,Cluster 2
2400,NUSA TENGGARA TIMUR,PERDESAAN,NONMAKANAN,2015,176028.0,Cluster 2
2401,NUSA TENGGARA TIMUR,PERDESAAN,NONMAKANAN,2016,196941.0,Cluster 2
2402,NUSA TENGGARA TIMUR,PERDESAAN,NONMAKANAN,2017,201792.0,Cluster 2
2403,NUSA TENGGARA TIMUR,PERDESAAN,NONMAKANAN,2018,219096.0,Cluster 2
2404,NUSA TENGGARA TIMUR,PERDESAAN,NONMAKANAN,2019,229992.0,Cluster 2
2405,NUSA TENGGARA TIMUR,PERDESAAN,NONMAKANAN,2020,251481.0,Cluster 2
2406,NUSA TENGGARA TIMUR,PERDESAAN,NONMAKANAN,2021,276068.0,Cluster 2
2407,NUSA TENGGARA TIMUR,PERDESAAN,NONMAKANAN,2022,310372.0,Cluster 2
2424,NUSA TENGGARA TIMUR,PERKOTAAN,MAKANAN,2007,200895.0,Cluster 3
2425,NUSA TENGGARA TIMUR,PERKOTAAN,MAKANAN,2008,204344.0,Cluster 3
2426,NUSA TENGGARA TIMUR,PERKOTAAN,MAKANAN,2009,236813.0,Cluster 3
2427,NUSA TENGGARA TIMUR,PERKOTAAN,MAKANAN,2010,273831.0,Cluster 3
2428,NUSA TENGGARA TIMUR,PERKOTAAN,MAKANAN,2011,311872.0,Cluster 3
2429,NUSA TENGGARA TIMUR,PERKOTAAN,MAKANAN,2012,322582.0,Cluster 3
2430,NUSA TENGGARA TIMUR,PERKOTAAN,MAKANAN,2013,365825.0,Cluster 3
2431,NUSA TENGGARA TIMUR,PERKOTAAN,MAKANAN,2014,381649.0,Cluster 3
2432,NUSA TENGGARA TIMUR,PERKOTAAN,MAKANAN,2015,401053.0,Cluster 3
2433,NUSA TENGGARA TIMUR,PERKOTAAN,MAKANAN,2016,426417.0,Cluster 3
2434,NUSA TENGGARA TIMUR,PERKOTAAN,MAKANAN,2017,518425.0,Cluster 3
2435,NUSA TENGGARA TIMUR,PERKOTAAN,MAKANAN,2018,542216.0,Cluster 3
2436,NUSA TENGGARA TIMUR,PERKOTAAN,MAKANAN,2019,539898.0,Cluster 3
2437,NUSA TENGGARA TIMUR,PERKOTAAN,MAKANAN,2020,574081.0,Cluster 3
2438,NUSA TENGGARA TIMUR,PERKOTAAN,MAKANAN,2021,600232.0,Cluster 3
2439,NUSA TENGGARA TIMUR,PERKOTAAN,MAKANAN,2022,581779.0,Cluster 3
2440,NUSA TENGGARA TIMUR,PERKOTAAN,NONMAKANAN,2007,211239.0,Cluster 4
2441,NUSA TENGGARA TIMUR,PERKOTAAN,NONMAKANAN,2008,222672.0,Cluster 4
2442,NUSA TENGGARA TIMUR,PERKOTAAN,NONMAKANAN,2009,252259.0,Cluster 4
2443,NUSA TENGGARA TIMUR,PERKOTAAN,NONMAKANAN,2010,276699.0,Cluster 4
2444,NUSA TENGGARA TIMUR,PERKOTAAN,NONMAKANAN,2011,344530.0,Cluster 4
2445,NUSA TENGGARA TIMUR,PERKOTAAN,NONMAKANAN,2012,368842.0,Cluster 4
2446,NUSA TENGGARA TIMUR,PERKOTAAN,NONMAKANAN,2013,423871.0,Cluster 4
2447,NUSA TENGGARA TIMUR,PERKOTAAN,NONMAKANAN,2014,513543.0,Cluster 4
2448,NUSA TENGGARA TIMUR,PERKOTAAN,NONMAKANAN,2015,473374.0,Cluster 4
2449,NUSA TENGGARA TIMUR,PERKOTAAN,NONMAKANAN,2016,526696.0,Cluster 4
2450,NUSA TENGGARA TIMUR,PERKOTAAN,NONMAKANAN,2017,574119.0,Cluster 4
2451,NUSA TENGGARA TIMUR,PERKOTAAN,NONMAKANAN,2018,579797.0,Cluster 4
2452,NUSA TENGGARA TIMUR,PERKOTAAN,NONMAKANAN,2019,613889.0,Cluster 4
2453,NUSA TENGGARA TIMUR,PERKOTAAN,NONMAKANAN,2020,672776.0,Cluster 4
2454,NUSA TENGGARA TIMUR,PERKOTAAN,NONMAKANAN,2021,663311.0,Cluster 4
2455,NUSA TENGGARA TIMUR,PERKOTAAN,NONMAKANAN,2022,676439.0,Cluster 4
2472,NUSA TENGGARA TIMUR,PERDESAANPERKOTAAN,MAKANAN,2011,222575.0,Cluster 5
2473,NUSA TENGGARA TIMUR,PERDESAANPERKOTAAN,MAKANAN,2012,228660.0,Cluster 5
2474,NUSA TENGGARA TIMUR,PERDESAANPERKOTAAN,MAKANAN,2013,240207.0,Cluster 5
2475,NUSA TENGGARA TIMUR,PERDESAANPERKOTAAN,MAKANAN,2014,267584.0,Cluster 5
2476,NUSA TENGGARA TIMUR,PERDESAANPERKOTAAN,MAKANAN,2015,298180.0,Cluster 5
2477,NUSA TENGGARA TIMUR,PERDESAANPERKOTAAN,MAKANAN,2016,312312.0,Cluster 5
2478,NUSA TENGGARA TIMUR,PERDESAANPERKOTAAN,MAKANAN,2017,399251.0,Cluster 5
2479,NUSA TENGGARA TIMUR,PERDESAANPERKOTAAN,MAKANAN,2018,402921.0,Cluster 5
2480,NUSA TENGGARA TIMUR,PERDESAANPERKOTAAN,MAKANAN,2019,429498.0,Cluster 5
2481,NUSA TENGGARA TIMUR,PERDESAANPERKOTAAN,MAKANAN,2020,442700.0,Cluster 5
2482,NUSA TENGGARA TIMUR,PERDESAANPERKOTAAN,MAKANAN,2021,468252.0,Cluster 5
2483,NUSA TENGGARA TIMUR,PERDESAANPERKOTAAN,MAKANAN,2022,480749.0,Cluster 5
2484,NUSA TENGGARA TIMUR,PERDESAANPERKOTAAN,NONMAKANAN,2011,161451.0,Cluster 6
2485,NUSA TENGGARA TIMUR,PERDESAANPERKOTAAN,NONMAKANAN,2012,168451.0,Cluster 6
2486,NUSA TENGGARA TIMUR,PERDESAANPERKOTAAN,NONMAKANAN,2013,191846.0,Cluster 6
2487,NUSA TENGGARA TIMUR,PERDESAANPERKOTAAN,NONMAKANAN,2014,225504.0,Cluster 6
2488,NUSA TENGGARA TIMUR,PERDESAANPERKOTAAN,NONMAKANAN,2015,235710.0,Cluster 6
2489,NUSA TENGGARA TIMUR,PERDESAANPERKOTAAN,NONMAKANAN,2016,264315.0,Cluster 6
2490,NUSA TENGGARA TIMUR,PERDESAANPERKOTAAN,NONMAKANAN,2017,282232.0,Cluster 6
2491,NUSA TENGGARA TIMUR,PERDESAANPERKOTAAN,NONMAKANAN,2018,301832.0,Cluster 6
2492,NUSA TENGGARA TIMUR,PERDESAANPERKOTAAN,NONMAKANAN,2019,321195.0,Cluster 6
2493,NUSA TENGGARA TIMUR,PERDESAANPERKOTAAN,NONMAKANAN,2020,351661.0,Cluster 6
2494,NUSA TENGGARA TIMUR,PERDESAANPERKOTAAN,NONMAKANAN,2021,372106.0,Cluster 6
2495,NUSA TENGGARA TIMUR,PERDESAANPERKOTAAN,NONMAKANAN,2022,403352.0,Cluster 6
2508,KALIMANTAN BARAT,PERDESAAN,MAKANAN,2007,166791.0,Cluster 1
2509,KALIMANTAN BARAT,PERDESAAN,MAKANAN,2008,194968.0,Cluster 1
2510,KALIMANTAN BARAT,PERDESAAN,MAKANAN,2009,222253.0,Cluster 1
2511,KALIMANTAN BARAT,PERDESAAN,MAKANAN,2010,243618.0,Cluster 1
2512,KALIMANTAN BARAT,PERDESAAN,MAKANAN,2011,283629.0,Cluster 1
2513,KALIMANTAN BARAT,PERDESAAN,MAKANAN,2012,313904.0,Cluster 1
2514,KALIMANTAN BARAT,PERDESAAN,MAKANAN,2013,323270.0,Cluster 1
2515,KALIMANTAN BARAT,PERDESAAN,MAKANAN,2014,380875.0,Cluster 1
2516,KALIMANTAN BARAT,PERDESAAN,MAKANAN,2015,405835.0,Cluster 1
2517,KALIMANTAN BARAT,PERDESAAN,MAKANAN,2016,423687.0,Cluster 1
2518,KALIMANTAN BARAT,PERDESAAN,MAKANAN,2017,479510.0,Cluster 1
2519,KALIMANTAN BARAT,PERDESAAN,MAKANAN,2018,490033.0,Cluster 1
2520,KALIMANTAN BARAT,PERDESAAN,MAKANAN,2019,511415.0,Cluster 1
2521,KALIMANTAN BARAT,PERDESAAN,MAKANAN,2020,539487.0,Cluster 1
2522,KALIMANTAN BARAT,PERDESAAN,MAKANAN,2021,556660.0,Cluster 1
2523,KALIMANTAN BARAT,PERDESAAN,MAKANAN,2022,610152.0,Cluster 1
2524,KALIMANTAN BARAT,PERDESAAN,NONMAKANAN,2007,93685.0,Cluster 2
2525,KALIMANTAN BARAT,PERDESAAN,NONMAKANAN,2008,115956.0,Cluster 2
2526,KALIMANTAN BARAT,PERDESAAN,NONMAKANAN,2009,125796.0,Cluster 2
2527,KALIMANTAN BARAT,PERDESAAN,NONMAKANAN,2010,143383.0,Cluster 2
2528,KALIMANTAN BARAT,PERDESAAN,NONMAKANAN,2011,205923.0,Cluster 2
2529,KALIMANTAN BARAT,PERDESAAN,NONMAKANAN,2012,186198.0,Cluster 2
2530,KALIMANTAN BARAT,PERDESAAN,NONMAKANAN,2013,216440.0,Cluster 2
2531,KALIMANTAN BARAT,PERDESAAN,NONMAKANAN,2014,243900.0,Cluster 2
2532,KALIMANTAN BARAT,PERDESAAN,NONMAKANAN,2015,282118.0,Cluster 2
2533,KALIMANTAN BARAT,PERDESAAN,NONMAKANAN,2016,319487.0,Cluster 2
2534,KALIMANTAN BARAT,PERDESAAN,NONMAKANAN,2017,305909.0,Cluster 2
2535,KALIMANTAN BARAT,PERDESAAN,NONMAKANAN,2018,363108.0,Cluster 2
2536,KALIMANTAN BARAT,PERDESAAN,NONMAKANAN,2019,392690.0,Cluster 2
2537,KALIMANTAN BARAT,PERDESAAN,NONMAKANAN,2020,412227.0,Cluster 2
2538,KALIMANTAN BARAT,PERDESAAN,NONMAKANAN,2021,441583.0,Cluster 2
2539,KALIMANTAN BARAT,PERDESAAN,NONMAKANAN,2022,434527.0,Cluster 2
2556,KALIMANTAN BARAT,PERKOTAAN,MAKANAN,2007,188844.0,Cluster 3
2557,KALIMANTAN BARAT,PERKOTAAN,MAKANAN,2008,218161.0,Cluster 3
2558,KALIMANTAN BARAT,PERKOTAAN,MAKANAN,2009,255780.0,Cluster 3
2559,KALIMANTAN BARAT,PERKOTAAN,MAKANAN,2010,322786.0,Cluster 3
2560,KALIMANTAN BARAT,PERKOTAAN,MAKANAN,2011,379884.0,Cluster 3
2561,KALIMANTAN BARAT,PERKOTAAN,MAKANAN,2012,438635.0,Cluster 3
2562,KALIMANTAN BARAT,PERKOTAAN,MAKANAN,2013,467944.0,Cluster 3
2563,KALIMANTAN BARAT,PERKOTAAN,MAKANAN,2014,510316.0,Cluster 3
2564,KALIMANTAN BARAT,PERKOTAAN,MAKANAN,2015,473082.0,Cluster 3
2565,KALIMANTAN BARAT,PERKOTAAN,MAKANAN,2016,511593.0,Cluster 3
2566,KALIMANTAN BARAT,PERKOTAAN,MAKANAN,2017,605453.0,Cluster 3
2567,KALIMANTAN BARAT,PERKOTAAN,MAKANAN,2018,624891.0,Cluster 3
2568,KALIMANTAN BARAT,PERKOTAAN,MAKANAN,2019,653100.0,Cluster 3
2569,KALIMANTAN BARAT,PERKOTAAN,MAKANAN,2020,666983.0,Cluster 3
2570,KALIMANTAN BARAT,PERKOTAAN,MAKANAN,2021,685868.0,Cluster 3
2571,KALIMANTAN BARAT,PERKOTAAN,MAKANAN,2022,762281.0,Cluster 3
2572,KALIMANTAN BARAT,PERKOTAAN,NONMAKANAN,2007,204429.0,Cluster 4
2573,KALIMANTAN BARAT,PERKOTAAN,NONMAKANAN,2008,230371.0,Cluster 4
2574,KALIMANTAN BARAT,PERKOTAAN,NONMAKANAN,2009,264375.0,Cluster 4
2575,KALIMANTAN BARAT,PERKOTAAN,NONMAKANAN,2010,367657.0,Cluster 4
2576,KALIMANTAN BARAT,PERKOTAAN,NONMAKANAN,2011,431312.0,Cluster 4
2577,KALIMANTAN BARAT,PERKOTAAN,NONMAKANAN,2012,436037.0,Cluster 4
2578,KALIMANTAN BARAT,PERKOTAAN,NONMAKANAN,2013,509948.0,Cluster 4
2579,KALIMANTAN BARAT,PERKOTAAN,NONMAKANAN,2014,648435.0,Cluster 4
2580,KALIMANTAN BARAT,PERKOTAAN,NONMAKANAN,2015,526121.0,Cluster 4
2581,KALIMANTAN BARAT,PERKOTAAN,NONMAKANAN,2016,605280.0,Cluster 4
2582,KALIMANTAN BARAT,PERKOTAAN,NONMAKANAN,2017,632936.0,Cluster 4
2583,KALIMANTAN BARAT,PERKOTAAN,NONMAKANAN,2018,748505.0,Cluster 4
2584,KALIMANTAN BARAT,PERKOTAAN,NONMAKANAN,2019,753224.0,Cluster 4
2585,KALIMANTAN BARAT,PERKOTAAN,NONMAKANAN,2020,778369.0,Cluster 4
2586,KALIMANTAN BARAT,PERKOTAAN,NONMAKANAN,2021,769054.0,Cluster 4
2587,KALIMANTAN BARAT,PERKOTAAN,NONMAKANAN,2022,793738.0,Cluster 4
2604,KALIMANTAN BARAT,PERDESAANPERKOTAAN,MAKANAN,2011,312711.0,Cluster 5
2605,KALIMANTAN BARAT,PERDESAANPERKOTAAN,MAKANAN,2012,351590.0,Cluster 5
2606,KALIMANTAN BARAT,PERDESAANPERKOTAAN,MAKANAN,2013,367018.0,Cluster 5
2607,KALIMANTAN BARAT,PERDESAANPERKOTAAN,MAKANAN,2014,420130.0,Cluster 5
2608,KALIMANTAN BARAT,PERDESAANPERKOTAAN,MAKANAN,2015,426381.0,Cluster 5
2609,KALIMANTAN BARAT,PERDESAANPERKOTAAN,MAKANAN,2016,451222.0,Cluster 5
2610,KALIMANTAN BARAT,PERDESAANPERKOTAAN,MAKANAN,2017,519469.0,Cluster 5
2611,KALIMANTAN BARAT,PERDESAANPERKOTAAN,MAKANAN,2018,535533.0,Cluster 5
2612,KALIMANTAN BARAT,PERDESAANPERKOTAAN,MAKANAN,2019,561142.0,Cluster 5
2613,KALIMANTAN BARAT,PERDESAANPERKOTAAN,MAKANAN,2020,584259.0,Cluster 5
2614,KALIMANTAN BARAT,PERDESAANPERKOTAAN,MAKANAN,2021,603291.0,Cluster 5
2615,KALIMANTAN BARAT,PERDESAANPERKOTAAN,MAKANAN,2022,666065.0,Cluster 5
2616,KALIMANTAN BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2011,274022.0,Cluster 6
2617,KALIMANTAN BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2012,261683.0,Cluster 6
2618,KALIMANTAN BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2013,305193.0,Cluster 6
2619,KALIMANTAN BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2014,366581.0,Cluster 6
2620,KALIMANTAN BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2015,356668.0,Cluster 6
2621,KALIMANTAN BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2016,409006.0,Cluster 6
2622,KALIMANTAN BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2017,409666.0,Cluster 6
2623,KALIMANTAN BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2018,493138.0,Cluster 6
2624,KALIMANTAN BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2019,519227.0,Cluster 6
2625,KALIMANTAN BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2020,540803.0,Cluster 6
2626,KALIMANTAN BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2021,559766.0,Cluster 6
2627,KALIMANTAN BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2022,566552.0,Cluster 6
2640,KALIMANTAN TENGAH,PERDESAAN,MAKANAN,2007,192555.0,Cluster 1
2641,KALIMANTAN TENGAH,PERDESAAN,MAKANAN,2008,235185.0,Cluster 1
2642,KALIMANTAN TENGAH,PERDESAAN,MAKANAN,2009,251330.0,Cluster 1
2643,KALIMANTAN TENGAH,PERDESAAN,MAKANAN,2010,296577.0,Cluster 1
2644,KALIMANTAN TENGAH,PERDESAAN,MAKANAN,2011,359349.0,Cluster 1
2645,KALIMANTAN TENGAH,PERDESAAN,MAKANAN,2012,368711.0,Cluster 1
2646,KALIMANTAN TENGAH,PERDESAAN,MAKANAN,2013,400068.0,Cluster 1
2647,KALIMANTAN TENGAH,PERDESAAN,MAKANAN,2014,483884.0,Cluster 1
2648,KALIMANTAN TENGAH,PERDESAAN,MAKANAN,2015,489011.0,Cluster 1
2649,KALIMANTAN TENGAH,PERDESAAN,MAKANAN,2016,532629.0,Cluster 1
2650,KALIMANTAN TENGAH,PERDESAAN,MAKANAN,2017,606252.0,Cluster 1
2651,KALIMANTAN TENGAH,PERDESAAN,MAKANAN,2018,615144.0,Cluster 1
2652,KALIMANTAN TENGAH,PERDESAAN,MAKANAN,2019,628743.0,Cluster 1
2653,KALIMANTAN TENGAH,PERDESAAN,MAKANAN,2020,653781.0,Cluster 1
2654,KALIMANTAN TENGAH,PERDESAAN,MAKANAN,2021,701646.0,Cluster 1
2655,KALIMANTAN TENGAH,PERDESAAN,MAKANAN,2022,777398.0,Cluster 1
2656,KALIMANTAN TENGAH,PERDESAAN,NONMAKANAN,2007,111124.0,Cluster 2
2657,KALIMANTAN TENGAH,PERDESAAN,NONMAKANAN,2008,128660.0,Cluster 2
2658,KALIMANTAN TENGAH,PERDESAAN,NONMAKANAN,2009,132743.0,Cluster 2
2659,KALIMANTAN TENGAH,PERDESAAN,NONMAKANAN,2010,167251.0,Cluster 2
2660,KALIMANTAN TENGAH,PERDESAAN,NONMAKANAN,2011,211517.0,Cluster 2
2661,KALIMANTAN TENGAH,PERDESAAN,NONMAKANAN,2012,238978.0,Cluster 2
2662,KALIMANTAN TENGAH,PERDESAAN,NONMAKANAN,2013,274072.0,Cluster 2
2663,KALIMANTAN TENGAH,PERDESAAN,NONMAKANAN,2014,317251.0,Cluster 2
2664,KALIMANTAN TENGAH,PERDESAAN,NONMAKANAN,2015,361909.0,Cluster 2
2665,KALIMANTAN TENGAH,PERDESAAN,NONMAKANAN,2016,412711.0,Cluster 2
2666,KALIMANTAN TENGAH,PERDESAAN,NONMAKANAN,2017,412176.0,Cluster 2
2667,KALIMANTAN TENGAH,PERDESAAN,NONMAKANAN,2018,489769.0,Cluster 2
2668,KALIMANTAN TENGAH,PERDESAAN,NONMAKANAN,2019,538257.0,Cluster 2
2669,KALIMANTAN TENGAH,PERDESAAN,NONMAKANAN,2020,536160.0,Cluster 2
2670,KALIMANTAN TENGAH,PERDESAAN,NONMAKANAN,2021,577984.0,Cluster 2
2671,KALIMANTAN TENGAH,PERDESAAN,NONMAKANAN,2022,591424.0,Cluster 2
2688,KALIMANTAN TENGAH,PERKOTAAN,MAKANAN,2007,230792.0,Cluster 3
2689,KALIMANTAN TENGAH,PERKOTAAN,MAKANAN,2008,283938.0,Cluster 3
2690,KALIMANTAN TENGAH,PERKOTAAN,MAKANAN,2009,308212.0,Cluster 3
2691,KALIMANTAN TENGAH,PERKOTAAN,MAKANAN,2010,326759.0,Cluster 3
2692,KALIMANTAN TENGAH,PERKOTAAN,MAKANAN,2011,408361.0,Cluster 3
2693,KALIMANTAN TENGAH,PERKOTAAN,MAKANAN,2012,428808.0,Cluster 3
2694,KALIMANTAN TENGAH,PERKOTAAN,MAKANAN,2013,454453.0,Cluster 3
2695,KALIMANTAN TENGAH,PERKOTAAN,MAKANAN,2014,517271.0,Cluster 3
2696,KALIMANTAN TENGAH,PERKOTAAN,MAKANAN,2015,506106.0,Cluster 3
2697,KALIMANTAN TENGAH,PERKOTAAN,MAKANAN,2016,571463.0,Cluster 3
2698,KALIMANTAN TENGAH,PERKOTAAN,MAKANAN,2017,648916.0,Cluster 3
2699,KALIMANTAN TENGAH,PERKOTAAN,MAKANAN,2018,660147.0,Cluster 3
2700,KALIMANTAN TENGAH,PERKOTAAN,MAKANAN,2019,683518.0,Cluster 3
2701,KALIMANTAN TENGAH,PERKOTAAN,MAKANAN,2020,708823.0,Cluster 3
2702,KALIMANTAN TENGAH,PERKOTAAN,MAKANAN,2021,729454.0,Cluster 3
2703,KALIMANTAN TENGAH,PERKOTAAN,MAKANAN,2022,742369.0,Cluster 3
2704,KALIMANTAN TENGAH,PERKOTAAN,NONMAKANAN,2007,225939.0,Cluster 4
2705,KALIMANTAN TENGAH,PERKOTAAN,NONMAKANAN,2008,239637.0,Cluster 4
2706,KALIMANTAN TENGAH,PERKOTAAN,NONMAKANAN,2009,264614.0,Cluster 4
2707,KALIMANTAN TENGAH,PERKOTAAN,NONMAKANAN,2010,278194.0,Cluster 4
2708,KALIMANTAN TENGAH,PERKOTAAN,NONMAKANAN,2011,377446.0,Cluster 4
2709,KALIMANTAN TENGAH,PERKOTAAN,NONMAKANAN,2012,453917.0,Cluster 4
2710,KALIMANTAN TENGAH,PERKOTAAN,NONMAKANAN,2013,550440.0,Cluster 4
2711,KALIMANTAN TENGAH,PERKOTAAN,NONMAKANAN,2014,578692.0,Cluster 4
2712,KALIMANTAN TENGAH,PERKOTAAN,NONMAKANAN,2015,549096.0,Cluster 4
2713,KALIMANTAN TENGAH,PERKOTAAN,NONMAKANAN,2016,656184.0,Cluster 4
2714,KALIMANTAN TENGAH,PERKOTAAN,NONMAKANAN,2017,693047.0,Cluster 4
2715,KALIMANTAN TENGAH,PERKOTAAN,NONMAKANAN,2018,754485.0,Cluster 4
2716,KALIMANTAN TENGAH,PERKOTAAN,NONMAKANAN,2019,782544.0,Cluster 4
2717,KALIMANTAN TENGAH,PERKOTAAN,NONMAKANAN,2020,837135.0,Cluster 4
2718,KALIMANTAN TENGAH,PERKOTAAN,NONMAKANAN,2021,831203.0,Cluster 4
2719,KALIMANTAN TENGAH,PERKOTAAN,NONMAKANAN,2022,800765.0,Cluster 4
2736,KALIMANTAN TENGAH,PERDESAANPERKOTAAN,MAKANAN,2011,375767.0,Cluster 5
2737,KALIMANTAN TENGAH,PERDESAANPERKOTAAN,MAKANAN,2012,388822.0,Cluster 5
2738,KALIMANTAN TENGAH,PERDESAANPERKOTAAN,MAKANAN,2013,418274.0,Cluster 5
2739,KALIMANTAN TENGAH,PERDESAANPERKOTAAN,MAKANAN,2014,495159.0,Cluster 5
2740,KALIMANTAN TENGAH,PERDESAANPERKOTAAN,MAKANAN,2015,494858.0,Cluster 5
2741,KALIMANTAN TENGAH,PERDESAANPERKOTAAN,MAKANAN,2016,546306.0,Cluster 5
2742,KALIMANTAN TENGAH,PERDESAANPERKOTAAN,MAKANAN,2017,621621.0,Cluster 5
2743,KALIMANTAN TENGAH,PERDESAANPERKOTAAN,MAKANAN,2018,632492.0,Cluster 5
2744,KALIMANTAN TENGAH,PERDESAANPERKOTAAN,MAKANAN,2019,650758.0,Cluster 5
2745,KALIMANTAN TENGAH,PERDESAANPERKOTAAN,MAKANAN,2020,675947.0,Cluster 5
2746,KALIMANTAN TENGAH,PERDESAANPERKOTAAN,MAKANAN,2021,713144.0,Cluster 5
2747,KALIMANTAN TENGAH,PERDESAANPERKOTAAN,MAKANAN,2022,762633.0,Cluster 5
2748,KALIMANTAN TENGAH,PERDESAANPERKOTAAN,NONMAKANAN,2011,267100.0,Cluster 6
2749,KALIMANTAN TENGAH,PERDESAANPERKOTAAN,NONMAKANAN,2012,310905.0,Cluster 6
2750,KALIMANTAN TENGAH,PERDESAANPERKOTAAN,NONMAKANAN,2013,366590.0,Cluster 6
2751,KALIMANTAN TENGAH,PERDESAANPERKOTAAN,NONMAKANAN,2014,405540.0,Cluster 6
2752,KALIMANTAN TENGAH,PERDESAANPERKOTAAN,NONMAKANAN,2015,425928.0,Cluster 6
2753,KALIMANTAN TENGAH,PERDESAANPERKOTAAN,NONMAKANAN,2016,498464.0,Cluster 6
2754,KALIMANTAN TENGAH,PERDESAANPERKOTAAN,NONMAKANAN,2017,513357.0,Cluster 6
